s,p,o
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Money5,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Money
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Money5,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Name,Nepalese rupee
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Language8,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Language8,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Language
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Language8,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Name,Korean
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Ontology
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Srilanka,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Srilanka,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Country
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#PM3,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#PM3,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#PM
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#PM3,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#First_name,Haider
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#PM3,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Last_name,al-Abadi
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#ImportItem3,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#ImportItem3,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#ImportItem
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#TwinCountry,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Religion2,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Religion2,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Religion
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Religion2,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Name,Buddhism
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Occupation3,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Occupation3,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Occupation
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Occupation3,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Name,Agriculture
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Religion10,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Religion10,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Religion
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Religion10,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Name,Sikhism
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#ImportItem10,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#ImportItem10,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#ImportItem
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Language2,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Language2,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Language
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Language2,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Name,Mandarin Chinese
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Sports,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Sports,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Thing
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#GDP6,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#GDP6,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#GDP
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#GDP6,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Amount,583.00 USD
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Language,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Language,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Thing
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Government4,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Government4,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Government
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Government4,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Name,Constitutional monarchy
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Cities9,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Cities9,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Cities
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Cities9,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Name,Sri Jayawardenepura Kotte
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#PM8,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#PM8,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#PM
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#PM8,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#First_name,Hwang
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#PM8,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Last_name,Kyo-ahn
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#ImportItem8,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#ImportItem8,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#ImportItem
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Last_name,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#DatatypeProperty
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Last_name,http://www.w3.org/2000/01/rdf-schema#domain,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Person
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Last_name,http://www.w3.org/2000/01/rdf-schema#range,http://www.w3.org/2001/XMLSchema#string
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Iraq,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Iraq,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Country
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Organizations,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Organizations,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Thing
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#ExportItem4,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#ExportItem4,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#ExportItem
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#ExportItem4,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Name,Cars
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Religion7,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Religion7,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Religion
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Religion7,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Name,Theravada Buddhist
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Occupation8,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Occupation8,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Occupation
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Cities3,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Cities3,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Cities
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Cities3,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Name,Tehran
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#ImportItem,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#ImportItem,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Thing
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Money4,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Money4,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Money
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Money4,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Name,Japanese yen
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Language7,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Language7,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Language
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Language7,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Name,Urdu
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#PM2,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#PM2,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#PM
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#PM2,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#First_name,Li
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#PM2,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Last_name,Keqiang
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#ImportItem2,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#ImportItem2,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#ImportItem
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Government9,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Government9,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Government
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Government9,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Name,Semi-presidential system
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Religion1,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Religion1,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Religion
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Religion1,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Name,Hinduism
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Occupation2,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Occupation2,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Occupation
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Items,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Items,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Thing
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Language1,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Language1,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Language
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Language1,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Name,Hindi
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Occupation,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Occupation,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Thing
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Money10,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Money10,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Money
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Money10,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Name,Thai baht
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#GDP5,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#GDP5,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#GDP
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#GDP5,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Amount,694.10 USD
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Government3,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Government3,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Government
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Government3,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Name,Federal republic
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#ExportItem9,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#ExportItem9,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#ExportItem
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#ExportItem9,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Name,Fish
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Cities8,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Cities8,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Cities
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Cities8,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Name,Seoul
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Money9,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Money9,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Money
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Money9,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Name,Sri Lankan rupee
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#PrimaryOccupation,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#GDP,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#GDP,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#GDP,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Thing
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#PM7,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#PM7,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#PM
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#PM7,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#First_name,Nawaz
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#PM7,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Last_name,Sharif
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#ImportItem7,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#ImportItem7,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#ImportItem
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#ExportItem3,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#ExportItem3,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#ExportItem
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#ExportItem3,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Name,Crude Oil
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Language10,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Language10,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Language
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Language10,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Name,Thai
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Occupation7,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Occupation7,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Occupation
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Religion6,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Religion6,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Religion
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Religion6,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Name,Christianity
