0,0.1,0.2
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#HasMountains,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Japan,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Japan,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Country
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#India,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#India,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Country
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#First_name,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#DatatypeProperty
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#First_name,http://www.w3.org/2000/01/rdf-schema#domain,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Person
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#First_name,http://www.w3.org/2000/01/rdf-schema#range,http://www.w3.org/2001/XMLSchema#string
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#TypeOfGov,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#TwinCountry,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#exports,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Thailand,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Thailand,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Country
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#capital,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#NorthKorea,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#NorthKorea,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Country
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Last_name,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#DatatypeProperty
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Last_name,http://www.w3.org/2000/01/rdf-schema#domain,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Person
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Last_name,http://www.w3.org/2000/01/rdf-schema#range,http://www.w3.org/2001/XMLSchema#string
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#hasPM,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#PrimaryOccupation,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#imports,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Ontology
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#MemberOf,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Iraq,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Iraq,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Country
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Person,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#languages,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#MajorCities,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#religion,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#FormerRulers,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Pakistan,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Pakistan,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Country
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Country,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Nepal,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Nepal,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Country
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Person1,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Person1,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Person
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Person1,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#First_name,Narendra
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Person1,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Last_name,Modi
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#China,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#China,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Country
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#GDP,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Thing,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#SouthKorea,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#SouthKorea,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Country
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#currency,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#PlaysSports,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Srilanka,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Srilanka,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Country
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Name,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#DatatypeProperty
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Name,http://www.w3.org/2000/01/rdf-schema#domain,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Thing
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Name,http://www.w3.org/2000/01/rdf-schema#range,http://www.w3.org/2001/XMLSchema#string
